Status DB;comment;Channel;Account;Gruppe;Region;Verbund/Gruppe;Verbund 2/Gruppe 2;Strecken GH#;Payer#;Customer#;Name;Name Zusatz;street;ZIP-code;City;"new
Respons.";BuLand Abladestelle;Scoring;Plant;TSP;RegFT;Vorverladung;CallPlan;Anrufzeit;24/48er;EDI/TEL/FAX;EDI via BATconnect;delivery Prio;Call freq.;Mo;Di;Mi;Do;Fr;Sandwichpaletten;Abschlichten Originalpaletten;Kommivorgabe;"Sortenrein
ab 4ten cs";Shipping Instructions;"ZF Buchung
(Transporeon o andere)";"Info ordercuts
yes/no/summarized";"Info new GTIN
y/n/confirmation needed";nan;"only full MC
(exceptional tail brands)
yes/no";Hebebühne erforderlich;EuPal Pflicht?;Anlieferzeit;Kundeneigener WE Beleg;DDN live;DDN M@il;DESADV;GLN;EO-ID;F-ID;KAM;"CL
k €";BATconnect Sortiment;"Anzahl
Verkaufsstellen";Vorlauf regulär;"Tender
commitment to 48hrs
leadtime";check;SB bis 16.12.24;Calls pW;"old
Respons.
-10.3.25"
aktiv;;V&WS;Peter Bräsch;;;tabacos;;50034026;50034026;50034026;Peter Bräsch;;Strandstr. 50;24235;Laboe;Krystian;01 - Schleswig-Holstein;;DE54;;;;Ja;06:21:00;48er;EDI;;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;08:00 - 13:00;;NEIN;;;4260298460412;QCBDR+1DE406220;QCBDR<1DE406220802744;Berthold Raasch;;;;;;;AW;1;MR
inaktiv;last order 12/2021;newChannels;Pipeline;;;;;53685705;53685705;53685705;Pipeline GmbH;;Pernerkreppe 11;81925;München;Wioletta;09 - Bayern;;DE11;;;;Ja;06:25:00;48er;;;;;X;X;X;X;X;Nein;Nein;;;;no;;;;;Rampenfähig;ja;Mo. - Do. 09:00 - 17:00 / Freitags 09:00 - 15:00;;;;;4304493384;;;Marko Djuricic;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;CD;5;SdS
aktiv;;V&WS;Proskurnin;;;;;50034787;50034787;50034787;Stefan Proskurnin;Tabakwarengroßhandel;Großlaudenbacher Str. 27-29;63828;Kleinkahl;Waleria;09 - Bayern;;DE58;;;;Ja;06:21:00;48er;EDI;wip;0;01;;;;;X;Nein;Nein;;;;no;;;;;;;08:00 - 12:00;;JA;;;4031300001417;QCBDR+1DE236557;QCBDR<1DE236557485692;Frank Müller;;;;;;;SdS;1;MR
aktiv;;V&WS;PV Riedel;;;;;50035268;50035268;50035268;Pressevertrieb Riedel KG;;Bruchweg 18;38822;Emersleben;Waleria;15 - Sachsen-Anhalt;;DE30;DE57;;;Ja;06:21:00;48er;EDI;yes;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;07:00 - 14:00;;JA;j.jodeit@pv-riedel.de;;4031300001028;QCBDR+1DE487437;QCBDR<1DE487437383204;Steven Müggenburg;;;;;;;MK;1;AW
aktiv;abweichende Order vom RLT ist iO/Zustellung per Sofa mit anteiliger Kostenübernahme vs PMI.;V&WS;Raupold;;;;;50033818;50033818;50033818;Tabakhaus Raupold e.K.;;Hochstrasse 2;87527;Sonthofen;Waleria;09 - Bayern;;DE52;;;;Ja;06:29:00;48er;Tel;pot yes;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 10:00;;NEIN;;;4031300001448;QCBDR+1DE846954;QCBDR<1DE846954703429;Joachim Götzelmann;;;;;;;CK;1;CK
aktiv;;V&WS;Reisenweber;;;TGH (vormals TGV);;50034544;50034544;50034544;Paul Reisenweber GmbH & CO. KG;;Am Weichselrain 6;97616;Bad Neustadt;Waleria;09 - Bayern;;DE52;TSP Nürnberg;;;Ja;06:21:00;48er;Fax/Mail;pot yes;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;08:00 - 12:00;;JA;;;4031300001356;QCBDR+1DE498634;QCBDR<1DE498634406068;Joachim Götzelmann;;;;;;;MK;1;AW
aktiv;;Grocery;REWE;REWE;Ost;;;50034138;50114809;50034138;REWE Lager 017;TS Lager 017 Ruesseina;Rewestr. 1;1683;Nossen;Dariusz;14 - Sachsen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:30 - 07:00;;JA;ulrich.geilhardt@rewe-group.com;JA;4388100200176;QCBDR+1DE228268;QCBDR<1DE228268910687;Sebastian Steffens;;;;;;;MH;2;CK
aktiv;;Grocery;REWE;REWE;Süd;;;50034847;50114809;50034847;REWE Lager 041;TS Lager 041 Eitting;Am Isarkanal 22;85462;Eitting;Wioletta;09 - Bayern;;DE52;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 10:00;;NEIN;;JA;4388100200411;QCBDR+1DE228268;QCBDR<1DE228268540063;Sebastian Steffens;;;;;;;CK;2;MH
aktiv;;Grocery;REWE;REWE;Süd-West;;;50034681;50114809;50034681;REWE Lager 051;TS Lager 051 Wiesloch;In den Weinäckern 1;69168;Wiesloch;Waleria;08 - Baden-Württemberg;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;;X;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 10:00;;JA;;JA;4388100200510;QCBDR+1DE228268;QCBDR<1DE228268060943;Sebastian Steffens;;;;;;;SdS;2;
aktiv;switched back from LL since cw33/2023;Grocery;REWE;REWE;Nord;;;50035226;50114809;50035226;REWE Lager 071;TS Lager 071 Lehrte;Fortunastr. 8;31275;Lehrte;Krystian;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;07:00 - 13:00;;NEIN;;JA;4388100200756;QCBDR+1DE228268;QCBDR<1DE228268870935;Sebastian Steffens;;;;;;;MK;2;MR
aktiv;switched back from LL since cw33/2023;Grocery;REWE;REWE;Nord;;;50034655;50114809;50034655;REWE Lager 082;TS Lager 082 Stelle;Uhlenhorst 144;21435;Stelle;Krystian;03 - Niedersachsen;;DE54;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;;X;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 10:00;;JA;;JA;4388100200824;QCBDR+1DE228268;QCBDR<1DE228268601580;Sebastian Steffens;;;;;;;MK;2;AW
inaktiv;;Grocery;REWE;REWE;Nord;;;52611885;50114809;52611885;REWE Lager 271;TS Lager 271 Kiel;Benzstraße 10;24148;Kiel;;01 - Schleswig-Holstein;;DE54;;;;Nein;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;;;;yes;;;;;;;JA;4388100202712;QCBDR+1DE228268;QCBDR<1DE228268815981;Sebastian Steffens;;;;;;;MK;2;AW
aktiv;;Grocery;REWE;REWE;Ost;;;52133293;50114809;52133293;Rewe Lager Vollsortiment TS 261;261;Altes Gaswerk Mariendorf 31;12105;Berlin;Dariusz;11 - Berlin;;DE53;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;JA;Sandwichpalettierung;JA;;yes;yes;confirmation needed;;yes;;;05:00 - 10:00;;JA;;JA;4388100202613;QCBDR+1DE228268;QCBDR<1DE228268454599;Sebastian Steffens;;;;;;;CD;2;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;REWE;REWE;Mitte;;;52552007;50114809;52552007;REWE Markt GmbH;TS 241 Lager Raunheim/Kelsterbachtal;Tejostr. 2;65479;Raunheim;AnnaS;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 14:00;;JA;;JA;4388100202415;QCBDR+1DE228268;QCBDR<1DE228268104068;Sebastian Steffens;;;;;;;SdS;2;MR
aktiv;;Grocery;REWE;REWE;Mitte;;;50034106;50114809;50034106;REWE Markt GmbH Lager 500;TS Lager 500 Neu-Isenburg;An der Gehspitz 30;63263;Neu-Isenburg;AnnaS;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;X;;;;X;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;Rampenfähig;;14:00 - 22:00 Uhr Anlieferung ohne Zeitfensteranmeldung möglich/ lt.tel.Absprach Fr.Beanbach kann ein Zeitfenster für vormittags gebucht werden.;;JA;;JA;4388100205003;QCBDR+1DE228268;QCBDR<1DE228268953596;Sebastian Steffens;;;;;;;SdS;2;SdS
wip;live ab cw 5 (expected);Grocery;REWE;REWE;;;;;;;REWE;;;;Magdeburg;;15 - Sachsen-Anhalt;;;;;;Ja;06:21:00;48er;EDI;;X;01;;;;;;;;;;;;;;;;;;;;;;;4388100205102;QCBDR+1DE228268;QCBDR<1DE228268677918;Sebastian Steffens;;;;;;;;;
inaktiv;Strecken-GH;Grocery;REWE;REWE;West;;;53657254;50114809;53657254;REWE Markt GmbH TO GO;Streckenabrechnung;Domstraße 20;50668;Köln;;06 - Hessen;;DE56;;;;Nein;;;;;;;;;;;;JA;Nein;;JA;;yes;;;;yes;;;;;;;;430449332;;;Sebastian Steffens;;;;;;;;0;CB
aktiv;;Grocery;REWE;REWE;Ost;;;50034001;50114809;50034001;Rewe Markt GmbH TS Lager 251;251;Rewestr. 1;16515;Oranienburg;AnnaS;12 - Brandenburg;;DE53;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;05:00 - 13:00;;NEIN;;JA;4388100202514;QCBDR+1DE228268;QCBDR<1DE228268844771;Sebastian Steffens;;;;;;;CD;2;MK
aktiv;;Grocery;REWE;REWE;West;;;50034273;50114809;50034273;Rewe Markt GmbH TS LG 233 Köln;233;Robert-Bosch-Str. 44;50769;Köln;MartaR;17 - Nordrhein-Westf mit Rosenmontag;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 11:00;;JA;;JA;4388100202330;QCBDR+1DE228268;QCBDR<1DE228268815006;Sebastian Steffens;;;;;;;MR;2;CB
aktiv;;Grocery;REWE;REWE;Süd-West;;;50033772;50114809;50033772;Rewe Markt GmbH TS-Lager 225;225;Am Roemerfeld 6;71149;Bondorf;Waleria;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:21:00;48er;EDI;;X;01;;X;;;X;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00- 14:00;;JA;;JA;4388100202255;QCBDR+1DE228268;QCBDR<1DE228268207548;Sebastian Steffens;;;;;;;CK;2;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;REWE;REWE;Dortmund;;;52300764;50114809;52300764;REWE REWE Dortmund SE & Co. KG;480;Asselner Hellweg 1-3;44309;Dortmund;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;X;;X;;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;11:00 - 12:00;;JA;;;4388135002264;QCBDR+1DE604937;QCBDR<1DE604937003412;Sebastian Steffens;;;;;;;CB;2;MH
inaktiv;statt Koblenz bis 10/2018;Grocery;REWE;REWE;West;;;51749996;50114809;51749996;Rewe TS Lager 144 Neuwied;144;Rudolf-Diesel-Str. 2;56566;Neuwied;;07 - Rheinland-Pfalz;;DE58;;;;Nein;06:21:00;48er;EDI;;X;01;;;;X;;JA;Nein;;JA;;yes;;;;yes;;;;;;;JA;4388100201449;QCBDR+1DE228268;QCBDR<1DE228268343634;Sebastian Steffens;;;;;;;AW;1;MR
aktiv;seit 10/2018 WIEDER AKTIV;Grocery;REWE;REWE;West;;;50034710;50114809;50034710;Rewe TS Lager 145 Koblenz;145;August-Horch-Str. 11;56070;Koblenz;MartaM;07 - Rheinland-Pfalz;;DE58;IA;;;Ja;06:21:00;48er;EDI;;2;01;;;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 13:00;;JA;;JA;4388100201456;QCBDR+1DE228268;QCBDR<1DE228268343634;Sebastian Steffens;;;;;;;AW;1;AW
aktiv;;Grocery;REWE;REWE;Ost;;;50033863;50114809;50033863;Rewe Zentral AG Lager 191;191;Molsdorfer Lindenweg 1;99192;Neudietendorf;Dariusz;16 - Thüringen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 14:00;;JA;;JA;4388100201913;QCBDR+1DE228268;QCBDR<1DE228268253233;Sebastian Steffens;;;;;;;MH;2;MR
aktiv;;Grocery;REWE;REWE;Mitte;;;50034580;50114809;50034580;REWE-Zentral AG Lager 151;151;Rewestr. 1;35410;Hungen;AnnaS;06 - Hessen;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;;X;;;X;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;ZF Buchung;;JA;;JA;4388100201517;QCBDR+1DE228268;QCBDR<1DE228268188341;Sebastian Steffens;;;;;;;SdS;2;MH
aktiv;;Grocery;REWE;REWE;Mitte;;;50035037;50114809;50035037;REWE-Zentral AG Lager 161;161 Trockensortiments-Lager;Rewestr. 1;34479;Breuna;MartaM;06 - Hessen;;DE30;HAJ;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;06:00 - 12:00;;NEIN;;JA;4388100201616;QCBDR+1DE228268;QCBDR<1DE228268645345;Sebastian Steffens;;;;;;;MR;2;SdS
aktiv;;Grocery;REWE;REWE;Süd;;;50035278;50114809;50035278;REWE-Zentral AG Lager 171;171 Trockensortiments-Lager;Rewestrasse;96155;Buttenheim;Wioletta;09 - Bayern;;DE52;TSP Nürnberg;;;Ja;06:21:00;48er;EDI;;X;01;;X;;X;;JA;Nein;;JA;;yes;yes;confirmation needed;;yes;;;05:00 - 10:00;;JA;;JA;4388100201715;QCBDR+1DE228268;QCBDR<1DE228268248923;Sebastian Steffens;;;;;;;CK;2;MR
aktiv;switched back from LL since cw33/2023;Grocery;REWE;REWE;Nord;;;56046229;50114809;56046229;REWE-Zentral AG Lager 181;181;Rudolf-Diesel-Straße 36;24558;Henstedt-Ulzburg;Krystian;01 - Schleswig-Holstein;;DE54;;;;Ja;06:21:00;48er;EDI;;;;;X;;X;;JA;;;JA;;yes;yes;confirmation needed;;yes;;;04:00 - 16:00;;JA;;;4388100201814;QCBDR+1DE228268;QCBDR<1DE228268280147;Sebastian Steffens;;;;;;;MK;2;AW
inaktiv;cw28/2024 Insolvenz in Eigenverwaltung -> Prepayment;newChannels;Ricardo;;;;;54088750;54088750;54088750;Ricardo;;Woldegker Str. 27;17033;Neubrandenburg;;11 - Berlin;;DE11;;;;Nein;06:25:00;48er;Fax/Mail;;;;;;;;X;;;Folierung maximal bis zum Deckbrett der Pal-;;;no;;;;;nein;nein;Mo. - Fr. von 06:00 - 16:00 Uhr;;;;;430449394;;;Marko Djuricic;;;;;;;SdS;1;SdS
inaktiv;;V&WS;Robert Fleischmann;;;;;50034496;50034496;50034496;Robert Fleischmann e.K.;;Bamberger Str. 2;91330;Eggolsheim;Waleria;09 - Bayern;;DE52;TSP Nürnberg;;;Nein;06:29:00;48er;Tel;pot yes;0;WE;;;;X;;Nein;Nein;;;;no;;;;;;;;;JA;;;4031300001394;QCBDR+1DE526573;QCBDR<1DE526573804677;Frank Müller;;;;;;;MK;1;CB
aktiv;;V&WS;Rügen C&C;;;;;50034956;50034956;50034956;Großhandel und Abholmarkt;Rügen C&C Warenhandels GmbH;Gademow 1;18528;Parchtitz;MartaR;13 - Mecklenburg-Vorpommern;;DE53;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;07:30 - 14:30;;;;;4031300001011;QCBDR+1DE915145;QCBDR<1DE915145313705;Hagen Jankiewicz;;;;;;;CD;1;MR
inaktiv;letzte Order >08.2024;V&WS;Sautter & Orth;;;;;50035105;50035105;50035105;Sautter & Orth GbR;;Neue Str. 4;88512;Mengen;Dariusz;08 - Baden-Württemberg;;DE30;DE59;;;Nein;06:29:00;48er;Tel;pot yes;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;;;JA;;;4031300001127;QCBDR+1DE210649;QCBDR<1DE210649286813;Frank Müller;;;;;;;MH;1;SdS
inaktiv;Keine Order seit 2020;V&WS;Schmalzbauer;;;;;50034899;50034899;50034899;W.J.Schmalzbauer;;Brunninger Str. 8;85435;Erding;;09 - Bayern;;DE52;;;;Nein;10:00:00;48er;Tel;;0;01;;;;X;;Nein;Nein;;;;no;;;;;;;;;;;;4031300001165;QCBDR+1DE618534;QCBDR<1DE618534636353;Nina Koenning;;;;;;;;1;AW
aktiv;Bank guarantee -30k€ ab 05.12.;V&WS;Sechs X S;;;;;50033742;50033742;50033742;Sechs X S GmbH;;Merianstr. 3-5;63069;Offenbach;Waleria;06 - Hessen;;DE58;;;;Ja;06:15:00;24er;Fax/Mail;;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;06:30 - 10:00;;JA;;;;QCBDR+1DE821522;QCBDR<1DE821522007696;Maik Amendt;;;;24er;no;;SdS;1;CK
inaktiv;Keine Bestellung seit 09/21;V&WS;Simon Kerner;;;;;50034724;50034724;50034724;Simon Kerner OHG;;Orbinstrasse 7;76646;Bruchsal;;08 - Baden-Württemberg;;DE30;DE59;;;Nein;10:00:00;48er;Tel;;0;01;X;;;;;Nein;Nein;;;;no;;;;;;;;;;;;4031300001097;QCBDR+1DE528311;QCBDR<1DE528311716413;Frank Müller;;;;;;;MH;1;SdS
aktiv;idR keine Order zu LT Mo;V&WS;Tabacon OB;Tabacon;;Tagroko;;50034263;50034764;50034263;Tabacon Oberbayern;DTV Tabakwaren GmbH & CO. K;Dieselstr. 27;85748;Garching;Waleria;09 - Bayern;;DE52;;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;JA;Nein;;;;no;yes;;;yes;;;07:00 - 07:30;;JA;;JA;4399901095540;QCBDR+1DE163017;QCBDR<1DE163017521736;;;;;;;;CK;5;SdS
aktiv;idR keine Order zu LT Mo;V&WS;Tabacon OB;Tabacon;;DTV;;50034764;50034764;50034764;Tabacon Oberbayern;DTV Tabakwaren GmbH & CO. KG;Dieselstr. 27;85748;Garching;Waleria;09 - Bayern;;DE52;;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;JA;Nein;;;;no;yes;;;yes;ja;;09:00-10:00;;JA;;JA;4399901095540;QCBDR+1DE163017;QCBDR<1DE163017521736;Gregor Radden;;;;24er;no;;CK;5;SdS
aktiv;;V&WS;Tabacon TW;Tabacon;;DTV;;50033910;50114821;50033910;Tabacon Tabakwaren GmbH & Co. KG;;Heidelbergweg 10;7580;Ronneburg;AnnaS;16 - Thüringen;;DE30;DE57;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;;nein;ja;06:00-14:00 /Fr. 06:00-12.00;;JA;lagerbelege.rbg@tabacon.de;JA;4399901095557;QCBDR+1DE733820;QCBDR<1DE733820906012;Gregor Radden;;;;24er;no;;MK;5;AW
aktiv;;V&WS;Tabacon TW;Tabacon;;Tagroko;;50034218;50114821;50034218;Tabacon Tabakwaren GmbH & Co. KG;;Heidelbergweg 10 (Halle 1);7580;Ronneburg;AnnaS;16 - Thüringen;;DE30;DE57;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;;;;06:00 - 07:00;;JA;lagerbelege.rbg@tabacon.de;JA;4399901095557;QCBDR+1DE733820;QCBDR<1DE733820906012;Joachim Götzelmann;;;;;;;MK;5;SdS
inaktiv;;V&WS;Tabacon TW;Tabacon;;Tagroko;;50034198;50114821;50034198;Tabacon Tabakwaren GmbH & Co. KG NL Berlin;;Gottlieb-Dunkel-Str. 20-21;12099;Berlin;AnnaS;11 - Berlin;;DE53;;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;;;JA;;JA;4399901643758;QCBDR+1DE733820;QCBDR<1DE733820985530;Joachim Götzelmann;;;;;;;MK;5;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;V&WS;Tabacon TW;Tabacon;;DTV;;50033751;50114821;50033751;Tabacon Tabakwaren GmbH & Co. KG NL Berlin;GmbH & Co. KG NL Berlin;Gottlieb-Dunkel-Str. 20-21;12099;Berlin;AnnaS;11 - Berlin;;DE53;;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;;nein;ja;06.00-13:00;;JA;;JA;4399901643758;QCBDR+1DE733820;QCBDR<1DE733820985530;Gregor Radden;;;;24er;no;;MK;5;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;V&WS;Tabacon TW;Tabacon;;Tagroko;;50034243;50114821;50034243;Tabacon Tabakwaren GmbH & Co. KG;;Sprottauer Str. 22;90475;Nürnberg;AnnaS;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;;;;06:00 - 06:30;;JA;;JA;4399901095571;QCBDR+1DE733820;QCBDR<1DE733820235932;Joachim Götzelmann;;;;;;;MK;5;CK
aktiv;;V&WS;Tabacon TW;Tabacon;;DTV;;50033830;50114821;50033830;Tabacon Tabakwaren GmbH & Co. KG;;Sprottauer Str. 22;90475;Nürnberg;AnnaS;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;yes;;;;Rampenfähig;nein;06:00 - 11:00;;JA;;JA;4399901095571;QCBDR+1DE733820;QCBDR<1DE733820235932;Gregor Radden;;;;24er;no;;MK;5;MH
aktiv;;V&WS;Tabacos;;;Tagroko;;50033967;50034993;50033967;Tabacos Tabakwaren Vertriebs-GmbH;;Gewerbestr. 11;59192;Bergkamen;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:15:00;24er;Fax/Mail;;0;01;;;;;X;Nein;Nein;;;;no;yes;;;;;;08:00 - 10:00;;JA;;;4260298460009;QCBDR+1DE316862;QCBDR<1DE316862876076;Gregor Radden;;;;;;;MR;1;MR
aktiv;;V&WS;Tabacos;;;tabacos;VTG;50034993;50034993;50034993;Tabacos Tabakwaren Vertriebs-GmbH;;Gewerbestrasse 11;59192;Bergkamen;Wioletta;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:11:00;24er;EDI;;X;01;;;;;X;Nein;Nein;;;;no;yes;;;;nein;nein;08:00 bis 15:00 / Fr 08:00 bis 14h;;JA;;;4260298460009;QCBDR+1DE316862;QCBDR<1DE316862876076;Yves Gerard;;;;48er;no;;MR;1;CK
aktiv;;V&WS;Tabak Brück;;;;;50034456;50034456;50034456;Tabak Brück;;Schmiedegasse 6;54497;Morbach;AnnaS;07 - Rheinland-Pfalz;;DE58;;;;Ja;06:25:00;48er;Fax/Mail;pot yes;0;WE;;X;;;;Nein;Nein;;;;no;;;;;;;07:00 - 12:00;;JA;;;4031300001578;QCBDR+1DE495367;QCBDR<1DE495367399057;Thorben Krebs;;;;;;;AW;1;MR
aktiv;;V&WS;Tabak Fütterer;;;TGH (vormals TGV);;52685708;52685708;52685708;Tabak- Fütterer Inh. Kai Hammer;;Bahnhofstrasse 37;68789;St. Leon-Rot;AnnaS;08 - Baden-Württemberg;;DE58;;;;Ja;06:29:00;48er;Tel;pot yes;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;08:00 - 12:00;;JA;;;4031300001424;QCBDR+1DE523787;QCBDR<1DE523787921720;Joachim Götzelmann;;;;;;;SdS;1;MK
inaktiv;Keine Bestellung seit 07/21;V&WS;Tabak Kleine;;;;;50034012;50034012;50034012;Tabak Kleine;;Hintere Str. 23;32676;Lügde;;05 - Nordrhein-Westfalen;;DE30;Bielefeld;;;Nein;10:45:00;48er;Tel;pot yes;0;WO;;;;X;;Nein;Nein;;;;no;;;;;;;;;;;;4031300001035;QCBDR+1DE806323;QCBDR<1DE806323384672;Joachim Götzelmann;;;;;;;MR;1;AW
inaktiv;ab 01.04.2024 verkauft an W.Weber;V&WS;Tabak Schuhmann;;;TGH (vormals TGV);;50034071;50034071;50115549;Tabak Schuhmann GbR;;Hans-Bardon-Str. 34;97877;Wertheim;;08 - Baden-Württemberg;;DE58;;;;Nein;06:21:00;48er;EDI;yes;2;1;X;;;X;;Nein;Nein;;;;no;;;;;;;;;JA;;;4031300001431;QCBDR+1DE628752;QCBDR<1DE628752329476;Joachim Götzelmann;;;;;;;SdS;2;MR
aktiv;Wiederaufnahme in 12/2024 - abweichneder WE;newChannels;Tabakkönig;;;;;53708397;53708397;53708397;Tabakkönig GmbH & Co. KG;;Max-Plank-Str. 5;23617;Stockelsdorf;Dariusz;02 - Hamburg;;DE11;;;;Ja;06:25:00;48er;EDI;yes;;;X;X;X;X;X;Nein;Nein;;;;no;;;;;ja;ja;Mo. - Fr. 09:00 - 16:00;;;;;4031300001219;;;Marko Djuricic;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;MR;5;MK
aktiv;;newChannels;Tabakland;;;;;53642936;53642936;53642936;Tabakland, Inh. Kay Habersaat;;Oeltingsallee 34;25421;Pinneberg;Krystian;01 - Schleswig-Holstein;;DE11;;;;Nein;06:25:00;48er;EDI;yes;;;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;08:00-14:00;;;info@tabakland.de;;4031300004142;;;Berthold Raasch;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;MR;5;AW
aktiv;Direktbezug ab 10/2023;newChannels;Tabakstore;;;;;56223005;56223005;56223005;Emin Sarik - Tabakstore;;Gutenbergstraße 3;30966;Hemmingen;Wioletta;;;DE11;;;;Ja;06:25:00;48er;EDI;yes;;;X;X;X;X;X;;;;;;no;;;;;;;08:00-14:00;;;;;4270001741608;;;Marko Djuricic;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;CB;5;MH
aktiv;Direktbezug ab KW47/2023;newChannels;Tabakwelt;;;;;56245012;56245012;56245012;Tabak Welt by Dein Tabako Yilmaz GmbH;;Vitalistraße 200;50827;Köln;Wioletta;05 - Nordrhein-Westfalen;;DE11;;;;Ja;06:21:00;48er;EDI;yes;;;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;08:00-14:00;;JA;unver@tabak-welt.de / info@tabak-welt.de;;4031300002001;QCBDR+1DE423072;QCBDR<1DE423072206238;Sven Weber;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;CB;5;CK
aktiv;;V&WS;Tabakwelt;;;Tagroko;;50034548;50034583;50034548;Tabakwelt GmbH;;Hofer Strasse 1 C;95182;Döhlau;Waleria;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Nein;06:21:00;48er;EDI;;0;01;X;;;;;Nein;Nein;;;;no;;;;;;;08:00 - 10:00;;JA;;;4031300001462;QCBDR+1DE479585;QCBDR<1DE479585287043;Joachim Götzelmann;;;;;;;CK;1;SdS
aktiv;BATconnect planned for cw10/2024;V&WS;Tabakwelt;;;;;50034583;50034583;50034583;Tabakwelt GmbH;;Hofer Str. 1c;95182;Döhlau;Waleria;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Ja;06:21:00;48er;EDI;wip;0;01;X;;;;;Nein;Nein;;;;no;;;;;;;08:00 - 10:00;;JA;;;4031300001462;QCBDR+1DE479585;QCBDR<1DE479585287043;Joachim Götzelmann;;;;;;;CK;1;SdS
