LFART_Types,LFART_TaO_Delivery_Types_for_3PL_Deutsch,WERKS,LGORT,LFDAT,VBELN,POSNR,PSTYV,ERNAM_x,MATNR,ARKTX,MATKL,LGMNG,MEINS,VSTEL,Paletten,Cases,Outers,Packs,GesamtGrossWeight,VKORG,LFART,KUNNR,NAME1,ORT01,PSTLZ,Ship-To,Plnt,Pickkosten,Monat,Jahr,Monat_Jahr
Inbound delivery,ZEL (Wareneingangslieferung),DE58,A101,2024-12-12,187562059,50,ZELN,_GL_CPS_BTCH,10215199,VEO GNCLK 20/200 RDS RF O GEW PF,ZFG590013,140.0,TH,DE58,0,14,0,0,141.316,nan,ZEL,nan,nan,nan,00nan,,DE58,2.427029883157315,12.0,2024.0,12.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-07,3203162947,20,ZTA1,_DE_CPS_BTCH,10199446,"veo Scarlet Click 20 6,00 INS",ZFG590013,0.06,TH,DE19,0,0,0,3,51.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.2679646304750715,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-02-16,3202737809,10,ZTA1,_DE_CPS_BTCH,10180349,Vuse PRO Caps Green Apple 18mg,ZFG439003,0.002,TH,DE19,0,0,0,1,0.026,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,2.0,2024.0,02.2024
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE54,A101,2024-08-29,187348079,100,ZELS,_GL_CPS_BTCH,10203433,LUCK STRRE 21/210 KRE SQ GEW NPQ3HW3,ZFG100000,220.5,TH,DE54,1,0,0,0,322.746,nan,ZELS,nan,nan,nan,00nan,,DE54,0.0,8.0,2024.0,08.2024
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE52,A101,2024-03-26,187051536,420,ZELS,_GL_CPS_BTCH,10190165,LUCK RED 20/200 KRE MS GEW NP,ZFG100000,210.0,TH,DE52,1,0,0,0,288.246,nan,ZELS,nan,nan,nan,00nan,,DE52,0.0,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2025-02-07,3203248684,90,ZTAN,98999033,10217248,"LS Auth Blue Giga 24 10,00 TC",ZFG100000,9.216,TH,DE54,0,2,0,0,11.124,DE10,ZLF,50035036,Carl Domsky GmbH & Co.KG,Leer,26789,,DE54,0.46975583577179203,2.0,2025.0,02.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-19,3202804131,40,ZTN1,_DE_CPS_BTCH,10178105,"neo Gold Tobacco 20 6,00 NP",ZFG510000,0.02,TH,DE19,0,0,0,1,17.131,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-03-21,3203290114,490,ZTAN,98999033,10217241,"Vogue Bleue 20 8,70 TC",ZFG100000,10.0,TH,DE56,0,2,0,0,11.6,DE10,ZLF,50034792,H. von der Heidt,Mülheim,45472,,DE56,0.46975583577179203,3.0,2025.0,03.2025
Outbound,ZLF (Standardlieferung),DE11,A101,2024-10-23,3203137477,40,ZTAN,98999033,10199138,Vuse GO 1000 Bry Watermln 0mg,ZFG439006,1.44,TH,DE11,0,6,0,0,63.36,DE10,ZLF,50034106,REWE Markt GmbH,Neu-Isenburg,63263,50034106,DE57,0.0,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE53,A101,2024-01-24,3202704626,150,ZTAN,98999033,50063290,"PM Allr Red Xtra 200 1,50 SUP",ZFG133000,20.0,TH,DE53,0,2,0,0,8.12,DE10,ZLF,50034315,Transgourmet DE GmbH & Co. OHG,Ahrensfelde,16356,,DE53,0.46975583577179203,1.0,2024.0,01.2024
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE56,A101,2025-01-27,187636571,330,ZELS,_GL_CPS_BTCH,10215886,FAIR AMEBL 31/248 KRE SQ GEW POLINS,ZFG100000,0.0,TH,DE56,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,DE56,0.0,1.0,2025.0,01.2025
Returns,ZLKA (Rückgabe – Konsignation Rückholung),DE11,A1R1,2024-09-03,3202143025,10,ZKAN,98999033,10180345,Vuse PRO Caps Bluebry Ice 18mg,ZFG439003,0.04,TH,DE11,0,0,8,0,1.872,DE10,ZLKA,90000252,Frank Hueser,Bremen,28309,,DE11,0.0,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-07,3203058192,90,ZTA1,_DE_CPS_BTCH,10192166,"veo Violet Click 20 5,80 BC",ZFG590013,0.02,TH,DE19,0,0,0,1,17.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-12-12,3203199932,130,ZTAN,98999033,10203476,"PM Auth Red Super 32 12,00 NP",ZFG100000,0.0,TH,DE30,0,0,0,0,0.0,DE10,ZLF,50033798,Metro Gastro Hannover,Hannover,30179,50033798,DE55,0.0,12.0,2024.0,12.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2025-03-12,3203279953,140,ZTAN,98999033,10217212,"LS Red Giga 24 10,00 TC",ZFG100000,13.824,TH,DE30,0,3,0,0,17.64,DE10,ZLF,56367623,"Hall Tabakwaren e.K. Sulzbach, Zwst",Kehl,77694,56367623,DE59,0.7046337536576881,3.0,2025.0,03.2025
Outbound,ZLF (Standardlieferung),DE56,A101,2024-07-02,3203007225,30,ZTAN,98999033,10192463,"FairPlay Fi XXXL 33 9,90 NP",ZFG100000,73.92,TH,DE56,0,14,0,0,92.39999999999999,DE10,ZLF,50034909,Tobacco Candy World,Hamm,59067,,DE56,3.2882908504025443,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-23,3202805243,10,ZTA1,_DE_CPS_BTCH,10165318,Vuse ePen Caps BlushdMngo 12mg TC,ZFG439003,0.01,TH,DE19,0,0,0,5,0.14500000000000002,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.44660771745845257,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-12-04,3203191531,80,ZTA1,_DE_CPS_BTCH,10199139,Vuse GO 1000 Bluebry Ice 20mg,ZFG439006,0.003,TH,DE19,0,0,0,3,0.123,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.2679646304750715,12.0,2024.0,12.2024
Outbound,ZLF (Standardlieferung),DE19,A101,2024-06-20,3202985780,100,ZTAN,98999033,10196093,Vuse Pods Waterm. Ice 20mg,ZFG439003,0.006,TH,DE19,0,0,0,3,0.081,DE10,ZLF,53537038,Lotto-Post-Tabak Kullu,Geldern,47608,,DE19,0.2679646304750715,6.0,2024.0,06.2024
Outbound,ZNL (STO-Lieferung),DE30,A101,2024-03-25,3202745733,900006,NLN,85162354,50063231,PALL BLUE- 200 0005 CB GEW-- XTRA SUP,ZFG133000,2000.0,TH,DE30,10,0,0,0,812.0,DE10,ZNL,PC-00-DE56,DE Kuehne+Nagel Dui Logport,Duisburg,47229,,UNBEKANNT,39.85753719582731,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-23,3202903750,10,ZTA1,_DE_CPS_BTCH,10180346,Vuse PRO Caps Grape Ice 18mg,ZFG439003,0.0,TH,DE19,0,0,0,0,0.0,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.0,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-04-22,3202802094,270,ZTAN,98999033,50063261,"PM Red Xtra 200 1,80 SUP",ZFG133000,10.0,TH,DE56,0,1,0,0,4.06,DE10,ZLF,53837762,Handelshof Köln Stiftung & Co. KG,Haan,42781,,DE56,0.23487791788589601,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-07-29,3203040615,70,ZTAN,98999033,10196726,"FairPlay Mega Box 145g 29,95 NP",ZFG130000,36.54,KG,DE54,1,0,0,0,86.1,DE10,ZLF,50034306,EHG Lager Vallhun,Valluhn,19246,,DE54,3.9857537195827315,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-02-01,3202715221,80,ZTAN,98999033,10191107,"HB Cl Blend 20 8,70 NP",ZFG100000,5.0,TH,DE56,0,1,0,0,5.95,DE10,ZLF,50035041,Feu-Ki Paul Kirsch KG,Köln,50823,,DE56,0.23487791788589601,2.0,2024.0,02.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-10-29,3203146926,40,ZTAN,98999033,10210251,"PM All Red Super 145g 39,95 NP",ZFG130000,1.45,KG,DE56,0,1,0,0,2.05,DE10,ZLF,53706548,Tobacco Candy World GmbH,Bottrop,46238,,DE56,0.23487791788589601,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-06-05,3202965485,30,ZTAN,98999033,10195785,"LS Red Super LEH 36 13,40 PP",ZFG100000,2.88,TH,DE54,0,0,10,0,3.5599999999999996,DE10,ZLF,53837856,Handelshof Köln Stiftung & Co. KG,Stade,21684,,DE54,6.798501704635149,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-01-09,3202686816,340,ZTAN,98999033,10192389,"PM Red Jumbo 50 17,00 NP",ZFG100000,30.0,TH,DE54,0,5,0,0,42.0,DE10,ZLF,50035036,Carl Domsky GmbH & Co.KG,Leer,26789,,DE54,1.17438958942948,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-12-23,3203209019,290,ZTAN,98999033,10208184,"PM Blue Hercules 60 20,50 NP",ZFG100000,13.5,TH,DE56,0,3,0,0,14.756999999999998,DE10,ZLF,50033871,Peter Cames GmbH & Co. KG,Neuss,41464,,DE56,0.7046337536576881,12.0,2024.0,12.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-01-23,3202707004,10,ZTA1,_DE_CPS_BTCH,10180407,Vuse GO 700 Bry Watermln 20mg,ZFG439006,0.005,TH,DE19,0,0,0,5,0.165,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.44660771745845257,1.0,2024.0,01.2024
Returns,ZLR (Rückgabe – BAT),DE11,A1R2,2025-02-04,3203247181,90,ZRE3,98999033,75122300,"RET 7,00 EU - 22 ST - XS",ZFG160000,6.864,TH,DE11,0,0,0,312,0.0,DE10,ZLR,50034799,Lekkerland SE,Großbeeren,14979,,DE11,0.0,2.0,2025.0,02.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-30,3203084668,100,ZTA1,_DE_CPS_BTCH,10196087,Vuse Pods Bluebry Ice 20mg,ZFG439003,0.004,TH,DE19,0,0,0,2,0.054,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.17864308698338102,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE52,A101,2024-12-23,3202967158,670,ZTAN,98999033,10210257,"PM All Red Maxibox 263g 64,95 NP",ZFG130000,42.08,KG,DE52,1,0,0,0,83.04,DE10,ZLF,50034157,Ostermeier GmbH & Co. KG,Ottobrunn,85521,,DE52,3.9857537195827315,12.0,2024.0,12.2024
nan,nan,DE56,nan,2024-03-05,3202754565,20,ZKNN,_DE_CPS_BTCH,10193087,Vuse GO 800 Blood Orange 20mg,ZFG439006,0.01,TH,DE56,0,0,1,0,0.426,DE10,ZLKE,52090950,Happy Kiosk Sertac Cinar,Düsseldorf,40595,,DE56,0.0,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-02-20,3203259585,20,ZTAN,98999033,10217260,"LS Blue Hercules 60 22,00 TC",ZFG100000,0.9,TH,DE56,0,0,5,0,1.02,DE10,ZLF,50034147,Metro C&C Markt GmbH,Duisburg,47059,,DE56,3.3992508523175746,2.0,2025.0,02.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-06-05,3202968955,20,ZTA1,_DE_CPS_BTCH,10193410,Vuse PRO Caps Golden Tob 18mg,ZFG439003,0.004,TH,DE19,0,0,0,2,0.052,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.17864308698338102,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-06-05,3202966447,80,ZTAN,98999033,10196254,"HB Cl Blend DS 68g 19,95 NP",ZFG130000,1.632,KG,DE30,0,1,0,0,2.52,DE10,ZLF,50034754,Lekkerland SE,Wedemark,30900,50034754,DE55,0.23487791788589601,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-01-26,3202711479,30,ZTA1,_DE_CPS_BTCH,10180382,Vuse PRO Caps Blshd Mango 18mg,ZFG439003,0.002,TH,DE19,0,0,0,1,0.026,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-07-03,3202775179,60,ZTAN,98999033,10203672,"PM Red Giga 28 10,00 NP",ZFG100000,4.48,TH,DE30,0,1,0,0,5.448,DE10,ZLF,50034702,Metro C&C Markt GmbH,Karlsruhe,76185,50034702,DE59,0.23487791788589601,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-23,3202873930,10,ZTA1,_DE_CPS_BTCH,10180346,Vuse PRO Caps Grape Ice 18mg,ZFG439003,0.0,TH,DE19,0,0,0,0,0.0,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.0,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-07-29,3203044921,20,ZTA1,_DE_CPS_BTCH,10196091,Vuse Pods Berry Blend 20mg,ZFG439003,0.002,TH,DE19,0,0,0,1,0.027,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2024-10-31,3203149641,300,ZTAN,98999033,10196269,"FairPlay Am Blend 40g 6,00",ZFG130000,7.2,KG,DE56,0,1,0,0,8.525,DE10,ZLF,50033966,Hall Tabakwaren e.K.,Hilden,40721,,DE56,0.23487791788589601,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE11,A101,2024-04-19,3202800704,90,ZTAN,98999033,10181108,Vuse GO 700 Bluebry Ice 20mg,ZFG439006,0.24,TH,DE11,0,1,0,0,8.96,DE10,ZLF,50034577,Huissel Tabak GmbH,Nufringen,71154,50034577,DE59,0.0,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A101,2024-06-21,3202989330,70,ZTAN,98999033,10196067,Vuse Pods Mango Ice 20mg,ZFG439003,0.004,TH,DE19,0,0,0,2,0.054,DE10,ZLF,50112054,Lotto Post Ulrike Postmeier,Hörstel,48477,,DE19,0.17864308698338102,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2025-05-07,3203337382,20,ZTA1,_DE_CPS_BTCH,10199197,Vuse GO 1000 Pepmint Ice 0mg,ZFG439006,0.001,TH,DE19,0,0,0,1,0.041,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,5.0,2025.0,05.2025
Outbound,ZLF (Standardlieferung),DE58,A101,2024-03-07,3202755920,210,ZTAN,98999033,10192254,"PM Auth Red Super 33 12,00 NP",ZFG100000,36.96,TH,DE58,0,7,0,0,45.353,DE10,ZLF,50035002,Lekkerland SE,Bobenheim-Roxheim,67240,,DE58,1.6441454252012722,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-10-30,3203147210,150,ZTAN,98999033,10204313,"Vogue Bleue Claire 20 8,70 BC",ZFG100000,5.0,TH,DE30,0,1,0,0,5.76,DE10,ZLF,50034190,Tabakwaren Union Barkow GmbH,Bad Nenndorf,31542,50034190,DE55,0.23487791788589601,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-04-11,3203277126,100,ZTAN,98999033,10217186,"PM Red Giga 26 10,00 TC",ZFG100000,4.16,TH,DE56,0,1,0,0,4.9,DE10,ZLF,50034391,Metro C&C Markt GmbH,Recklinghausen,45661,,DE56,0.23487791788589601,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE19,A104,2024-08-26,3203079487,20,ZTA1,_DE_CPS_BTCH,10189487,"neo Classic Tobacco 20 6,00",ZFG510000,0.2,TH,DE19,0,0,1,0,0.194,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.6798501704635149,8.0,2024.0,08.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-02-22,3202743153,20,ZTA1,_DE_CPS_BTCH,10180435,Vuse GO 700 Blue Raspbry 20mg,ZFG439006,0.001,TH,DE19,0,0,0,1,0.033,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,2.0,2024.0,02.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-03-19,3202769141,10,ZTA1,_DE_CPS_BTCH,10178388,"neo Violet 20 5,80 INS",ZFG510000,0.1,TH,DE19,0,0,0,5,86.75,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.44660771745845257,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE56,A101,2025-01-16,3203227912,10,ZTAN,98999033,10209444,"neo Green 20 6,50 NP",ZFG510000,1.0,TH,DE56,0,0,5,0,0.97,DE10,ZLF,50033871,Peter Cames GmbH & Co. KG,Neuss,41464,,DE56,3.3992508523175746,1.0,2025.0,01.2025
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE54,A101,2025-05-05,187837561,390,ZELS,_GL_CPS_BTCH,10223539,PALL BLUE 25/200 KRE SQ GEW NPQ225,ZFG100000,0.0,TH,DE54,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,DE54,0.0,5.0,2025.0,05.2025
Outbound,ZLF (Standardlieferung),DE30,A101,2024-01-10,3202690024,230,ZTAN,98999951,10187881,"LS Blue Jumbo 50 17,50 PC",ZFG100000,6.0,TH,DE30,0,1,0,0,7.374,DE10,ZLF,50034284,Dietz GmbH,Leingarten,74211,50034284,DE59,0.23487791788589601,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-06,3203160643,10,ZTA1,_DE_CPS_BTCH,10201328,Vuse PRO Caps Dark Cherry 18mg,ZFG439003,0.02,TH,DE19,0,0,2,0,0.286,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,1.3597003409270298,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-07-18,3203033700,150,ZTN1,_DE_CPS_BTCH,10189493,"neo True Tobacco 20 6,00 NP",ZFG510000,0.04,TH,DE19,0,0,0,2,34.702,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.17864308698338102,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-11,3203166754,20,ZTN1,_DE_CPS_BTCH,10194369,"LS Rounded Tob sticks 6,00",ZFG510000,0.04,TH,DE19,0,0,0,2,34.262,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.17864308698338102,11.0,2024.0,11.2024
nan,nan,DE53,nan,2024-01-24,3202707612,30,ZKNN,_DE_CPS_BTCH,10193067,Vuse GO 800 Grape Ice 20mg,ZFG439006,0.005,TH,DE53,0,0,0,5,0.2,DE10,ZLKE,53802704,HEM Tankstelle Sebastian Hellwig,Burg Stargard,17094,,DE53,0.0,1.0,2024.0,01.2024
nan,nan,DE52,nan,2024-01-22,3202704081,10,ZKNN,_DE_CPS_BTCH,10193087,Vuse GO 800 Blood Orange 20mg,ZFG439006,0.002,TH,DE52,0,0,0,2,0.08,DE10,ZLKE,50114420,Avia Tankstelle Gs-Tank GmbH&Co KG,Chamerau,93466,,DE52,0.0,1.0,2024.0,01.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2025-04-23,3203286124,320,ZTAN,98999033,10223549,"PM Red Giga 25 10,00 NP",ZFG100000,8.0,TH,DE30,0,2,0,0,9.6,DE10,ZLF,50034647,Metro C&C Markt GmbH,Erfurt,99099,50034647,DE57,0.46975583577179203,4.0,2025.0,04.2025
Outbound,ZLF (Standardlieferung),DE54,A101,2025-02-28,3203268118,140,ZTAN,98999033,10217159,"HB Cl Blend Giga 23 10,00 TC",ZFG100000,55.2,TH,DE54,0,12,0,0,70.212,DE10,ZLF,50034305,Bünting SCM/ Logistik GmbH & Co. KG,Nortmoor,26845,,DE54,2.8185350146307524,2.0,2025.0,02.2025
Inbound delivery,ZELS (Wareneingang – konzerninterner STO),DE30,A101,2024-10-11,187434904,900021,ZELS,_GL_CPS_BTCH,10196290,JEAN HALFZ 35.00 10 PO GEW NP,ZFG130000,0.0,KG,DE30,0,0,0,0,0.0,nan,ZELS,nan,nan,nan,00nan,,UNBEKANNT,0.0,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE58,A101,2024-03-08,3202756416,130,ZTAN,98999033,10193771,"FairPlay Gold XXL 22 7,00 NP",ZFG100000,4.4,TH,DE58,0,1,0,0,5.953,DE10,ZLF,50034610,Hall Tabakwaren e.K.,Worms,67547,,DE58,0.23487791788589601,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2025-02-04,3203245011,280,ZTAN,98999033,10217232,"PM Auth Red 20 8,30 TC",ZFG100000,5.0,TH,DE30,0,1,0,0,6.33,DE10,ZLF,50033932,AWB Tabakwaren-Großeinkauf GmbH,Hannover,30539,50033932,DE55,0.23487791788589601,2.0,2025.0,02.2025
Inbound delivery,ZEL (Wareneingangslieferung),DE52,A101,2024-03-26,187049461,160,ZELN,_GL_CPS_BTCH,10198491,PALL ALLRE 235.00 1 BT GEW NP,ZFG130000,0.0,KG,DE52,0,0,0,0,0.0,nan,ZEL,nan,nan,nan,00nan,,DE52,0.0,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-03-20,3202770173,10,ZTA1,_DE_CPS_BTCH,10180348,Vuse PRO Caps Wld Berries 18mg,ZFG439003,0.014,TH,DE19,0,0,1,2,0.321,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.858493257446896,3.0,2024.0,03.2024
Inbound delivery,ZEL (Wareneingangslieferung),DE58,A101,2025-05-05,187860669,60,ZELN,_GL_CPS_BTCH,10218885,FAIR AMEBL 40.00 5 CC GEW TAX,ZFG130000,42.0,KG,DE58,1,0,0,0,92.12,nan,ZEL,nan,nan,nan,00nan,,DE58,0.0,5.0,2025.0,05.2025
Outbound,ZLF (Standardlieferung),DE52,A101,2024-12-11,3203165954,200,ZTAN,98999033,10203491,"PM Auth Blue Super 32 12,00 NP",ZFG100000,1.024,TH,DE52,0,0,4,0,1.296,DE10,ZLF,50034116,Uwe Siems GmbH,Dachau,85221,,DE52,2.7194006818540597,12.0,2024.0,12.2024
nan,Rücklieferung,DE19,A104,2024-07-22,14571726,10,ZRE2,_DE_CPS_BTCH,10186081,"LS Rounded Tob sticks 6,00 NP",ZFG510000,0.02,TH,DE19,0,0,0,1,17.131,DE10,ZLR1,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.0,7.0,2024.0,07.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-04-30,3202839670,20,ZTA1,_DE_CPS_BTCH,10193410,Vuse PRO Caps Golden Tob 18mg,ZFG439003,0.02,TH,DE19,0,0,2,0,0.286,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,1.3597003409270298,4.0,2024.0,04.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-11-04,3203156522,10,ZTA1,_DE_CPS_BTCH,10196079,Vuse Pods Creamy Tob 20mg,ZFG439003,0.02,TH,DE19,0,0,2,0,0.296,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,1.3597003409270298,11.0,2024.0,11.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-05-16,3202930598,40,ZTA1,_DE_CPS_BTCH,10192149,"veo Scarlet Click 20 5,80 BC",ZFG590013,0.02,TH,DE19,0,0,0,1,17.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.08932154349169051,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE11,A101,2024-03-15,3202762844,90,ZTAN,98999033,10190389,Vuse GO 800 Bry Watermln 20mg,ZFG439006,0.05,TH,DE11,0,0,5,0,2.13,DE10,ZLF,50034483,Zigaretten Glasschroeder,Deggendorf,94469,,DE11,0.0,3.0,2024.0,03.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-09-11,3203098131,50,ZTA1,_DE_CPS_BTCH,10191271,GLO HYPER PRO SKit QUARTZ ROSE,ZFG511000,0.001,TH,DE19,0,0,1,0,0.163,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.6798501704635149,9.0,2024.0,09.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-05-22,3202954532,20,ZTA1,_DE_CPS_BTCH,10180347,Vuse PRO Caps Wmelon Bry 18mg,ZFG439003,0.001,TH,DE19,0,0,0,1,0.026,DE10,ZLF2,51735171,BAT G - B2C E-Com. VUSE shop,Hamburg,20354,,DE19,0.08932154349169051,5.0,2024.0,05.2024
Outbound,ZLF (Standardlieferung),DE19,A104,2024-10-08,3203125400,10,ZTA1,_DE_CPS_BTCH,10190627,"neo Violet 20 6,00 NP",ZFG510000,0.1,TH,DE19,0,0,0,5,85.0,DE10,ZLF2,51809254,BAT G - B2C E-Com. GLO shop,Hamburg,20354,,DE19,0.44660771745845257,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE19,A101,2024-06-21,3202987939,70,ZTAN,98999033,10196067,Vuse Pods Mango Ice 20mg,ZFG439003,0.004,TH,DE19,0,0,0,2,0.054,DE10,ZLF,50095899,Rödl GmbH / KST 56702,Neumarkt,92318,,DE19,0.17864308698338102,6.0,2024.0,06.2024
Outbound,ZLF (Standardlieferung),DE30,A101,2024-10-17,3203131080,90,ZTAN,98999033,10208203,"PM Blue Giga 27 10,00 LEP",ZFG100000,8.64,TH,DE30,0,2,0,0,10.826,DE10,ZLF,50035405,Hall Tabakwaren e.K.,Bielefeld,33605,50035405,BIE,0.46975583577179203,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE54,A101,2024-10-10,3203123119,30,ZTAN,98999033,10203521,"LS Auth Blue Giga 24 10,00 NP",ZFG100000,36.864,TH,DE54,0,8,0,0,44.568,DE10,ZLF,50034306,EHG Lager Vallhun,Valluhn,19246,,DE54,1.8790233430871681,10.0,2024.0,10.2024
Outbound,ZLF (Standardlieferung),DE55,A101,2024-02-05,3202718168,40,ZTAN,98999033,10177877,"neo True Tobacco 20 5,80",ZFG510000,10.0,TH,DE55,0,1,0,0,9.08,DE10,ZLF,50033736,Max Luening GmbH + Co KG,Langenberg,33449,50033736,BIE,0.23487791788589601,2.0,2024.0,02.2024
